Confirmed,DayElapsed_death,Deaths,New,New_death,New_recover,Recovered,Date_last_updated_AEDT,date_day,DayElapsed
692654,113,22651,17317,366,11535,386241,2020-05-12 22:00:00,2020-05-12,113
675337,112,22285,17657,357,13023,374706,2020-05-11 22:00:00,2020-05-11,112
657680,111,21928,17551,364,10802,361683,2020-05-10 22:00:00,2020-05-10,111
640129,110,21564,15760,242,8631,350881,2020-05-09 22:00:00,2020-05-09,110
624369,109,21322,14712,352,11596,342250,2020-05-08 22:00:00,2020-05-08,109
609657,108,20970,16580,369,11609,330654,2020-05-07 22:00:00,2020-05-07,108
593077,107,20601,13512,402,10711,319045,2020-05-06 22:00:00,2020-05-06,107
579565,106,20199,17083,453,10704,308334,2020-05-05 22:00:00,2020-05-05,106
562482,105,19746,11879,307,10868,297630,2020-05-04 22:00:00,2020-05-04,105
550603,104,19439,12770,342,8428,286762,2020-05-03 22:00:00,2020-05-03,104
537833,103,19097,11570,359,10140,278334,2020-05-02 22:00:00,2020-05-02,103
526263,102,18738,14390,329,8737,268194,2020-05-01 22:00:00,2020-05-01,102
511873,101,18409,12561,353,10440,259457,2020-04-30 22:00:00,2020-04-30,101
499312,100,18056,11848,342,8105,249017,2020-04-29 22:00:00,2020-04-29,100
487464,99,17714,10814,319,10109,240912,2020-04-28 22:00:00,2020-04-28,99
476650,98,17395,10610,338,7167,230803,2020-04-27 22:00:00,2020-04-27,98
466040,97,17057,13086,303,7803,223636,2020-04-26 22:00:00,2020-04-26,97
452954,96,16754,12757,377,7483,215833,2020-04-25 22:00:00,2020-04-25,96
440197,95,16377,12197,374,6179,208350,2020-04-24 22:00:00,2020-04-24,95
428000,94,16003,12915,339,5977,202171,2020-04-23 22:00:00,2020-04-23,94
415085,93,15664,13011,367,6516,196194,2020-04-22 22:00:00,2020-04-22,93
402074,92,15297,14002,363,5343,189678,2020-04-21 22:00:00,2020-04-21,92
388072,91,14934,12550,346,5684,184335,2020-04-20 22:00:00,2020-04-20,91
375522,90,14588,12624,389,5091,178651,2020-04-19 22:00:00,2020-04-19,90
362898,89,14199,12154,308,5237,173560,2020-04-18 22:00:00,2020-04-18,89
350744,88,13891,13245,352,5153,168323,2020-04-17 22:00:00,2020-04-17,88
337499,87,13539,12322,1665,4186,163170,2020-04-16 22:00:00,2020-04-16,87
325177,86,11874,10747,314,4316,158984,2020-04-15 22:00:00,2020-04-15,86
314430,85,11560,11776,374,4697,154668,2020-04-14 22:00:00,2020-04-14,85
302654,84,11186,11648,356,4089,149971,2020-04-13 22:00:00,2020-04-13,84
291006,83,10830,13787,529,10548,145882,2020-04-12 22:00:00,2020-04-12,83
277219,82,10301,9616,209,1723,135334,2020-04-11 22:00:00,2020-04-11,82
267603,81,10092,11945,472,7360,133611,2020-04-10 22:00:00,2020-04-10,81
255658,80,9620,8150,202,4224,126251,2020-04-09 22:00:00,2020-04-09,80
247508,79,9418,9444,300,1298,122027,2020-04-08 22:00:00,2020-04-08,79
238064,78,9118,9345,300,4092,120729,2020-04-07 22:00:00,2020-04-07,78
228719,77,8818,9863,298,6052,116637,2020-04-06 22:00:00,2020-04-06,77
218856,76,8520,9257,299,1208,110585,2020-04-05 22:00:00,2020-04-05,76
209599,75,8221,8458,302,2836,109377,2020-04-04 21:00:00,2020-04-04,75
201141,74,7919,9082,316,2216,106541,2020-04-03 21:00:00,2020-04-03,74
192059,73,7603,8364,280,2501,104325,2020-04-02 21:00:00,2020-04-02,73
183695,72,7323,8754,253,1602,101824,2020-04-01 21:00:00,2020-04-01,72
174941,71,7070,7604,239,1697,100222,2020-03-31 21:00:00,2020-03-31,71
167337,70,6831,7116,197,2525,98525,2020-03-30 21:00:00,2020-03-30,70
160221,69,6634,7036,197,1672,96000,2020-03-29 21:00:00,2020-03-29,69
153185,68,6437,7523,210,1475,94328,2020-03-28 21:00:00,2020-03-28,68
145662,67,6227,6094,221,1835,92853,2020-03-27 21:10:00,2020-03-27,67
139568,66,6006,4839,229,1866,91018,2020-03-26 22:20:00,2020-03-26,66
134729,65,5777,4690,185,2098,89152,2020-03-25 23:20:00,2020-03-25,65
130039,64,5592,3755,167,950,87054,2020-03-24 21:20:00,2020-03-24,64
126284,63,5425,4707,322,1616,86104,2020-03-23 21:40:00,2020-03-23,63
121577,62,5103,1156,32,859,84488,2020-03-22 21:00:00,2020-03-22,62
120421,61,5071,2516,164,2756,83629,2020-03-21 21:00:00,2020-03-21,61
117905,60,4907,2567,172,1390,80873,2020-03-20 21:20:00,2020-03-20,60
115338,59,4735,2101,175,1735,79483,2020-03-19 21:30:00,2020-03-19,59
113237,58,4560,3352,322,1509,77748,2020-03-18 22:00:00,2020-03-18,58
109885,57,4238,1879,154,1641,76239,2020-03-17 21:00:00,2020-03-17,57
108006,56,4084,1858,132,1426,74598,2020-03-16 21:00:00,2020-03-16,56
106148,55,3952,684,19,2479,73172,2020-03-15 21:00:00,2020-03-15,55
105464,54,3933,3239,205,1943,70693,2020-03-14 21:00:00,2020-03-14,54
102225,53,3728,327,22,1820,68750,2020-03-13 21:00:00,2020-03-13,53
101898,52,3706,1653,98,1345,66930,2020-03-12 21:00:00,2020-03-12,52
100245,51,3608,2375,150,2201,65585,2020-03-11 21:00:00,2020-03-11,51
97870,50,3458,239,23,1509,63384,2020-03-10 21:00:00,2020-03-10,50
97631,49,3435,981,73,1797,61875,2020-03-09 21:00:00,2020-03-09,49
96650,48,3362,2263,99,3127,60078,2020-03-08 21:00:00,2020-03-08,48
94387,47,3263,1913,51,1795,56951,2020-03-07 21:00:00,2020-03-07,47
92474,46,3212,1097,40,1832,55156,2020-03-06 21:00:00,2020-03-06,46
91377,45,3172,1523,63,2579,53324,2020-03-05 21:00:00,2020-03-05,45
89854,44,3109,635,44,2724,50745,2020-03-04 21:00:00,2020-03-04,44
89219,43,3065,1863,44,3005,48021,2020-03-03 21:00:00,2020-03-03,43
87356,42,3021,1986,75,2548,45016,2020-03-02 21:00:00,2020-03-02,42
85370,41,2946,973,36,2933,42468,2020-03-01 21:00:00,2020-03-01,41
84397,40,2910,1477,62,2966,39535,2020-02-29 21:00:00,2020-02-29,40
82920,39,2848,1087,53,3493,36569,2020-02-28 21:00:00,2020-02-28,39
81833,38,2795,1131,39,2861,33076,2020-02-27 21:00:00,2020-02-27,38
80702,37,2756,781,58,2456,30215,2020-02-26 21:00:00,2020-02-26,37
79921,36,2698,742,78,2664,27759,2020-02-25 21:00:00,2020-02-25,36
79179,35,2620,523,158,1825,25095,2020-02-24 21:00:00,2020-02-24,35
78656,34,2462,875,103,2090,23270,2020-02-23 21:00:00,2020-02-23,34
77781,33,2359,1301,111,2424,21180,2020-02-22 21:00:00,2020-02-22,33
76480,32,2248,805,120,1964,18756,2020-02-21 21:00:00,2020-02-21,32
75675,31,2128,471,117,1902,16792,2020-02-20 21:00:00,2020-02-20,31
75204,30,2011,1866,139,1864,14890,2020-02-19 21:00:00,2020-02-19,30
73338,29,1872,1982,98,1781,13026,2020-02-18 21:00:00,2020-02-18,29
71356,28,1774,2160,106,1490,11245,2020-02-17 21:00:00,2020-02-17,28
69196,27,1668,2096,142,1322,9755,2020-02-16 21:00:00,2020-02-16,27
67100,26,1526,2730,142,1365,8433,2020-02-15 21:00:00,2020-02-15,26
64370,25,1384,4058,15,864,7068,2020-02-14 21:00:00,2020-02-14,25
60312,24,1369,15185,253,1179,6204,2020-02-13 21:00:00,2020-02-13,24
45127,23,1116,2074,98,804,5025,2020-02-12 21:00:00,2020-02-12,23
43053,22,1018,2483,108,714,4221,2020-02-11 20:30:00,2020-02-11,22
40570,21,910,3041,96,654,3507,2020-02-10 21:00:00,2020-02-10,21
37529,20,814,2644,89,503,2853,2020-02-09 21:00:00,2020-02-09,20
34885,19,725,3442,87,667,2350,2020-02-08 21:00:00,2020-02-08,19
31443,18,638,3164,73,368,1683,2020-02-07 21:00:00,2020-02-07,18
28279,17,565,3719,71,338,1315,2020-02-06 21:00:00,2020-02-06,17
24560,16,494,3935,67,279,977,2020-02-05 21:00:00,2020-02-05,16
20625,15,427,3192,65,202,698,2020-02-04 20:00:00,2020-02-04,15
17433,14,362,2852,57,150,496,2020-02-03 20:00:00,2020-02-03,14
14581,13,305,3248,46,97,346,2020-02-02 20:00:00,2020-02-02,13
11333,12,259,1587,46,64,249,2020-02-01 10:00:00,2020-02-01,12
9746,11,213,1988,43,52,185,2020-01-31 12:30:00,2020-01-31,11
7758,10,170,1721,38,23,133,2020-01-30 12:00:00,2020-01-30,10
6037,9,132,1579,26,47,110,2020-01-29 14:00:00,2020-01-29,9
4458,8,106,1677,26,9,63,2020-01-28 11:30:00,2020-01-28,8
2781,7,80,771,24,5,54,2020-01-27 14:00:00,2020-01-27,7
2010,6,56,662,15,11,49,2020-01-26 13:00:00,2020-01-26,6
1348,5,41,468,15,4,38,2020-01-25 15:00:00,2020-01-25,5
880,4,26,227,8,4,34,2020-01-24 15:00:00,2020-01-24,4
653,3,18,99,1,30,30,2020-01-23 15:00:00,2020-01-23,3
554,2,17,223,11,0,0,2020-01-22 15:00:00,2020-01-22,2
331,1,6,0,0,0,0,2020-01-21 15:00:00,2020-01-21,1
