Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,City,Date_last_updated_AEDT,lat,lon
,UK,02/13/2020 00:30,9,0,1,,2020-02-13 16:30:00,54.7023545,-3.2765753
,United Arab Emirates,02/13/2020 00:30,8,0,1,,2020-02-13 16:30:00,24.0002488,53.9994829
California,US,02/13/2020 00:30,8,0,0,"San Diego, San Benito, Los Angeles, Orange, Santa Clara",2020-02-13 16:30:00,36.7014631,-118.7559974
Brisbane,Australia,02/13/2020 00:30,5,0,0,,2020-02-13 16:30:00,-27.4689682,153.0234991
Sydney,Australia,02/13/2020 00:30,4,0,3,,2020-02-13 16:30:00,-33.8548157,151.2164539
Melbourne,Australia,02/13/2020 00:30,4,0,2,,2020-02-13 16:30:00,-37.8142176,144.9631608
British Columbia,Canada,02/13/2020 00:30,4,0,0,,2020-02-13 16:30:00,55.001251,-125.002441
Ontario,Canada,02/13/2020 00:30,3,0,0,,2020-02-13 16:30:00,50.000678,-86.000977
,India,02/13/2020 00:30,3,0,0,,2020-02-13 16:30:00,16.3876987,73.7305913
,Philippines,02/13/2020 00:30,3,1,2,,2020-02-13 16:30:00,12.7503486,122.7312101
,Italy,02/13/2020 00:30,3,0,0,,2020-02-13 16:30:00,46.3144754,11.0480288
,Russia,02/13/2020 00:30,2,0,2,,2020-02-13 16:30:00,48.2783785,46.1663642
Illinois,US,02/13/2020 00:30,2,0,2,Chicago,2020-02-13 16:30:00,40.0796606,-89.4337288
Adelaide,Australia,02/13/2020 00:30,2,0,0,,2020-02-13 16:30:00,-34.9281805,138.5999312
,Spain,02/13/2020 00:30,2,0,0,,2020-02-13 16:30:00,39.3262345,-4.8380649
,Cambodia,02/13/2020 00:30,1,0,1,,2020-02-13 16:30:00,13.5066394,104.869423
,Finland,02/13/2020 00:30,1,0,1,,2020-02-13 16:30:00,63.2467777,25.9209164
,Sri Lanka,02/13/2020 00:30,1,0,1,,2020-02-13 16:30:00,7.1895221,79.9548574
Tibet,China,02/13/2020 00:30,1,0,1,,2020-02-13 16:30:00,31.8943432,87.0781371
,Nepal,02/13/2020 00:30,1,0,1,,2020-02-13 16:30:00,28.1083929,84.0917139
,Sweden,02/13/2020 00:30,1,0,0,,2020-02-13 16:30:00,63.4352121,14.8290863
Massachusetts,US,02/13/2020 00:30,1,0,0,Boston,2020-02-13 16:30:00,42.3788774,-72.032366
WA,US,02/13/2020 00:30,1,0,1,Seattle,2020-02-13 16:30:00,47.2868352,-120.2126139
Arizona,US,02/13/2020 00:30,1,0,0,Tempe,2020-02-13 16:30:00,34.395342,-111.7632755
Brussels,Belgium,02/13/2020 00:30,1,0,0,,2020-02-13 16:30:00,50.8436709,4.3674367
WI,US,02/13/2020 00:30,1,0,0,Madison,2020-02-13 16:30:00,44.4308975,-89.6884637
